id,text,label,label_source,model,model_id,template_id,van_phong,do_dai,ngu_canh
llama-Enjoyment-0031,"Tôi vừa trở về nhà sau một ngày làm việc dài, và thấy bố tôi đã nấu sẵn bữa tối cho cả gia đình. Khi bước vào phòng bếp, tôi ngửi thấy mùi cà ri đặc trưng và không thể không thích thú. Bố tôi đã biết tôi yêu món này, và hôm nay anh ta lại làm được một phiên bản đặc biệt. Tôi quên đi mọi căng thẳng và mệt mỏi khi thấy đĩa thức ăn trước mặt. Tôi gọi ra mẹ tôi và anh trai, và chúng tôi cùng nhau thưởng thức bữa tối ấm áp này. Tôi cảm thấy rất may mắn khi có một gia đình như thế này.",Enjoyment,generated,llama,meta-llama/Llama-3.1-8B-Instruct,diary_v5,"hài hước, tự trào","vừa (4-6 câu, khoảng 60-110 chữ)",gia đình
llama-Enjoyment-0032,"Hôm nay là ngày cuối cùng của cuộc thi sáng tạo đồ chơi handmade trên mạng xã hội. Tôi đã dành cả tháng rưỡi để thiết kế và hoàn thiện mô hình xe đạp bằng gỗ cho con gái. Cuối cùng, tôi cũng đính được món đồ chơi đẹp nhất và giành được giải thưởng thứ ba.

Tôi vẫn không thể tin được may mắn của mình khi nhìn thấy tên tôi xuất hiện trong danh sách thí sinh đạt giải. Tôi nhớ khi bắt đầu dự thi, tôi chỉ hy vọng có thể được công nhận cho những nỗ lực nhỏ bé của mình. Nhưng rồi tôi nhận được lời khen từ một trong những nghệ sĩ hàng đầu và cảm thấy bản thân mình được thừa nhận.

Tôi đã mời gia đình đến nhà tôi để xem danh sách kết quả cùng tôi. Họ đều rất hào hứng và tự hào khi biết về thành tích của tôi. Chúng ta đã nhìn vào danh sách kết quả và tìm thấy tên tôi. Tôi và con gái đã nhảy lên và ôm nhau, chúng tôi đều cảm thấy rất tự hào và hài lòng.",Enjoyment,generated,llama,meta-llama/Llama-3.1-8B-Instruct,diary_v5,"thân mật, xưng hô suồng sã như nói chuyện với bạn thân","vừa (4-6 câu, khoảng 60-110 chữ)",mạng xã hội
llama-Enjoyment-0033,"Ngày hôm qua thật tuyệt vời! Mẹ tôi đã lấy lại sức khỏe sau cơn bệnh dài vài tuần. Bây giờ cô ấy có thể đi lại được mà không cần tì đè, và cả chúng tôi cũng có thể thoải mái trò chuyện với nhau mà không lo lắng về điều gì. Tôi nhớ vào lúc trước, mẹ tôi luôn nằm trong giường và chỉ nói được vài câu. Tôi rất bận rộn với học tập và làm việc, nên thời gian không nhiều để ở bên cạnh mẹ. Nhưng bây giờ, tôi có thể thấy sự hồi phục của mẹ tôi và đó là một niềm vui lớn lao cho cả nhà. Tôi luôn mong muốn mẹ tôi trở lại khỏe mạnh và tràn đầy năng lượng. Khi thấy mẹ tôi cười và nói chuyện như trước đây, tôi cảm thấy như được phán xét nhẹ hơn. Tôi biết rằng con gái sẽ luôn ở bên cạnh mẹ và giúp đỡ khi cần thiết.",Enjoyment,generated,llama,meta-llama/Llama-3.1-8B-Instruct,diary_v5,"tuổi teen, ngôn ngữ đời thường, nhiều từ viết tắt","dài (7-10 câu, khoảng 110-180 chữ)",sức khỏe
llama-Enjoyment-0034,"Tôi vừa nhận được thông báo từ ngân hàng về việc tôi đã hoàn thành kế hoạch tiết kiệm trong tháng qua. Tôi đã đặt mục tiêu tiết kiệm 5 triệu đồng và cuối cùng tôi cũng đạt được nó. Tôi rất hài lòng khi nhìn lại tháng vừa qua, mình đã cố gắng cắt giảm chi tiêu không cần thiết và chuyển hướng một phần thu nhập vào ngân hàng. Sự cố gắng này đã mang lại cho tôi một khoản tiền lớn và tôi quyết định sẽ đầu tư nó vào chứng khoán để tăng thêm giá trị tài sản của mình. Tôi cảm thấy tự tin khi biết rằng mình đã có thể quản lý tài chính của mình một cách hiệu quả.",Enjoyment,generated,llama,meta-llama/Llama-3.1-8B-Instruct,diary_v5,"người lớn, điềm tĩnh, câu văn đầy đủ","vừa (4-6 câu, khoảng 60-110 chữ)","tài chính, chi tiêu"
llama-Enjoyment-0035,"Hôm nay, tôi đã nhận được tin mừng từ bạn trai của mình. Anh ấy đã được đề nghị công việc mới tại một công ty lớn và sẽ có cơ hội phát triển sự nghiệp của mình. Tôi cảm thấy tự hào khi thấy anh ấy đạt được thành công này, đồng thời cũng biết ơn vì đã có tôi bên cạnh trong suốt quá trình theo đuổi mục tiêu của mình. Khi nghe tin này, tôi không thể không mỉm cười khi nghĩ về tương lai chúng ta sẽ cùng nhau xây dựng.",Enjoyment,generated,llama,meta-llama/Llama-3.1-8B-Instruct,diary_v5,"nghiêm túc, trầm tư","ngắn (2-3 câu, khoảng 30-60 chữ)",chuyện tình cảm
llama-Enjoyment-0036,"Hôm nay tôi nhận được tin tức tuyệt vời. Sau khi làm việc chăm chỉ suốt tháng, cuối cùng tôi cũng có thể thanh toán hết nợ vay và tiền thuê nhà đến hạn. Tôi cảm thấy nhẹ nhõm biết bao khi thấy số tiền dư ra sau khi chi trả các khoản nợ đó. Tôi đã dành cả ngày để cân nhắc cách sử dụng số tiền này một cách hợp lý. Tôi quyết định đầu tư vào cổ phiếu và gửi tiết kiệm. Bây giờ tôi có thể yên tâm hơn khi nhìn thấy tương lai của mình. Tôi rất hài lòng khi biết rằng tôi đã vượt qua khó khăn này và sắp bước vào giai đoạn mới. Tôi hy vọng rằng những quyết định này sẽ giúp tôi trở nên độc lập tài chính hơn.",Enjoyment,generated,llama,meta-llama/Llama-3.1-8B-Instruct,diary_v5,"thân mật, xưng hô suồng sã như nói chuyện với bạn thân","dài (7-10 câu, khoảng 110-180 chữ)","tài chính, chi tiêu"
llama-Enjoyment-0037,"Tôi vẫn nhớ ngày hôm qua khi tôi gặp lại anh ấy sau bao lâu chưa gặp nhau. Chúng tôi đã gặp tại quán cà phê yêu thích của tôi và tôi thấy thật tuyệt vời khi được ngồi bên cạnh anh ấy, lắng nghe tiếng cười của anh ấy và nhìn vào mắt anh ấy. Tôi cảm thấy như đang quay trở lại quá khứ, khi chúng tôi còn là đôi tình nhân trẻ trung và đầy hy vọng. Khi anh ấy đặt tay lên bàn tay tôi, tôi biết rằng vẫn còn có điều gì đó giữa chúng tôi, vẫn còn có tình yêu và sự tin tưởng. Tôi cảm thấy niềm vui và hạnh phúc trong lòng, biết rằng một phần nào đó của cuộc sống đã được hoàn thiện.",Enjoyment,generated,llama,meta-llama/Llama-3.1-8B-Instruct,diary_v5,"thân mật, xưng hô suồng sã như nói chuyện với bạn thân","vừa (4-6 câu, khoảng 60-110 chữ)",chuyện tình cảm
llama-Enjoyment-0038,"Tôi vừa nhận được thông báo rằng đã thanh toán thành công cho khoản nợ cũ của mình. Tôi đã chờ đợi thông báo này nhiều tuần rồi, và bây giờ cuối cùng cũng có thể thở phào được. Tôi còn nhớ ngày tôi ký hợp đồng vay tiền, tôi đã nghĩ rằng mình sẽ không bao giờ trả nổi, nhưng giờ đây tôi đã làm được điều đó một cách dễ dàng. Tôi cảm thấy rất tự hào về bản thân mình!",Enjoyment,generated,llama,meta-llama/Llama-3.1-8B-Instruct,diary_v5,"hài hước, tự trào","ngắn (2-3 câu, khoảng 30-60 chữ)","tài chính, chi tiêu"
llama-Enjoyment-0039,"Hôm nay tôi đã có buổi đánh giá cuối kỳ thực tập tại công ty mới chuyển đến. Tôi rất hài lòng khi được nhận xét tích cực về khả năng làm việc và kết quả đạt được trong thời gian qua. Trả lại file báo cáo cuối kỳ cho giám đốc, tôi cảm thấy nhẹ nhõm và tự tin hơn về tương lai của mình.",Enjoyment,generated,llama,meta-llama/Llama-3.1-8B-Instruct,diary_v5,"thân mật, xưng hô suồng sã như nói chuyện với bạn thân","ngắn (2-3 câu, khoảng 30-60 chữ)","công việc, thực tập"
llama-Enjoyment-0040,"Hôm nay tôi đã vượt qua thử thách khó khăn của tôi. Tôi đã dành cả sáng để luyện tập chạy bộ và cuối cùng cũng hoàn thành được khoảng cách 5km mà tôi đặt ra. Tôi cảm thấy thật tự hào khi nhìn lại bản thân mình, nhớ hôm trước tôi còn không thể chạy được 2km. Tôi quên mất việc mình không thể ăn sáng vì bực tức quá, giờ thì tôi chỉ muốn thưởng cho bản thân mình một bữa cơm ngon. Sau buổi tập thể dục đầy căng thẳng, tôi đã đi mua bún chả cho gia đình cùng nhau ăn trưa. Đồ ăn thật tuyệt vời, ai ngờ lại có thể làm nên một món ăn ngon đến vậy.",Enjoyment,generated,llama,meta-llama/Llama-3.1-8B-Instruct,diary_v5,"hài hước, tự trào","vừa (4-6 câu, khoảng 60-110 chữ)",sức khỏe
llama-Enjoyment-0041,"Hôm nay tôi đã nhận được thông báo từ công ty về mức lương tháng mới của mình. Mức lương tăng gấp đôi so với trước đây, khiến tôi trở thành nhân viên có thu nhập cao nhất trong phòng. Tôi không thể tin được điều đó khi mới vào công ty hai năm. Bây giờ tôi có thể chi trả cho những thứ mà mình muốn, từ chiếc xe hơi mơ ước đến chuyến du lịch sang châu Âu. Tôi cảm thấy vô cùng tự tin và hạnh phúc khi nhìn lại những khó khăn và nỗ lực của mình trong thời gian qua. Tôi biết rằng mình sẽ tiếp tục cố gắng và đạt được nhiều thành công hơn trong tương lai.",Enjoyment,generated,llama,meta-llama/Llama-3.1-8B-Instruct,diary_v5,"thân mật, xưng hô suồng sã như nói chuyện với bạn thân","vừa (4-6 câu, khoảng 60-110 chữ)","tài chính, chi tiêu"
llama-Enjoyment-0042,"Tôi vừa trở về nhà sau một ngày làm việc tại công ty mới và tôi thật sự rất hài lòng với bản thân mình. Hôm nay, tôi đã hoàn thành được mục tiêu mình đặt ra cho ngày làm việc đó, đó là hoàn thiện dự án báo cáo mà chúng tôi đang làm. Tôi nhớ vào sáng sớm, khi bắt đầu làm việc, tôi vẫn còn một chút lo lắng vì dự án đang tiến triển chậm chạp, nhưng sau khi ngồi lại một lúc và phân tích lại tình hình, tôi đã tìm ra được cách giải quyết vấn đề. Sau đó, tôi đã dành cả ngày để làm việc chăm chỉ và cuối cùng, tôi đã có thể nộp báo cáo cho nhóm trưởng. Tôi cảm thấy tự hào về bản thân vì đã vượt qua được khó khăn và đạt được kết quả mong muốn. Bây giờ, khi trở về nhà, tôi cảm thấy thoải mái và dễ chịu, biết rằng mình đã làm việc chăm chỉ và hiệu quả. Tôi hy vọng rằng những kinh nghiệm này sẽ giúp tôi trong tương lai.",Enjoyment,generated,llama,meta-llama/Llama-3.1-8B-Instruct,diary_v5,"thân mật, xưng hô suồng sã như nói chuyện với bạn thân","dài (7-10 câu, khoảng 110-180 chữ)","công việc, thực tập"
llama-Enjoyment-0043,"Hôm nay tôi nhận được tin tức rất tuyệt vời. Sau vài tháng chăm sóc sức khỏe và tập luyện nghiêm túc, tôi cuối cùng cũng đã giảm được 5 kg trọng lượng cơ thể. Tôi đã cảm thấy rất thoải mái khi mặc đồ cũ mà không còn bị bóp nghẹt như trước. Quan trọng hơn, tôi nhận thấy rõ ràng sức khỏe tinh thần cũng đã được cải thiện. Tôi có thể tập trung vào công việc và cuộc sống hàng ngày mà không còn cảm thấy mệt mỏi như trước đây. Tất cả những điều này đã giúp tôi cảm thấy tự tin hơn và sẵn sàng đối mặt với những thách thức trong tương lai.",Enjoyment,generated,llama,meta-llama/Llama-3.1-8B-Instruct,diary_v5,"người lớn, điềm tĩnh, câu văn đầy đủ","vừa (4-6 câu, khoảng 60-110 chữ)",sức khỏe
llama-Enjoyment-0044,"Hôm nay là một ngày tuyệt vời, tôi đã được gia đình tụ họp lại sau một tuần bận rộn công việc. Bố mẹ tôi đã chuẩn bị một bữa cơm gia đình thật ngon miệng, với nhiều món ăn yêu thích của chúng tôi. Tôi đã rất vui khi nhìn thấy anh chị em cùng nhau cười đùa, trò chuyện thân thiết. Khi chúng tôi ngồi xung quanh bàn ăn, tôi không thể giúp mà cảm thấy tự hào về cuộc sống gia đình ấm áp của mình. Mẹ tôi đã kể lại những kỷ niệm đẹp về quá khứ, khiến chúng tôi không thể không bật cười. Những khoảnh khắc như thế này thật đặc biệt, và tôi biết rằng mình sẽ luôn ghi nhớ chúng.",Enjoyment,generated,llama,meta-llama/Llama-3.1-8B-Instruct,diary_v5,"trang trọng, chỉn chu như viết thư","vừa (4-6 câu, khoảng 60-110 chữ)",gia đình
llama-Enjoyment-0045,"Hôm nay tôi thật sự hài lòng vì đã góp phần giúp bạn thân tôi vượt qua khó khăn trong cuộc thi học thuật vừa diễn ra. Tôi nhớ lại khi bạn ấy gặp rắc rối vì quên tài liệu quan trọng, tôi đã nhanh chóng lấy tài liệu đó cho bạn ấy. Cuối cùng, bạn ấy đã giành được giải thưởng và tôi thấy niềm tự hào vô biên khi nhìn thấy vẻ phấn khích trên khuôn mặt bạn ấy.",Enjoyment,generated,llama,meta-llama/Llama-3.1-8B-Instruct,diary_v5,"hài hước, tự trào","ngắn (2-3 câu, khoảng 30-60 chữ)",tình bạn
